i,j,score
68,17,72
17,68,72
68,18,61
18,68,61
68,19,49
19,68,49
68,20,12
20,68,12
68,21,96
21,68,96
68,22,74
22,68,74
68,23,29
23,68,29
68,24,33
24,68,33
68,25,34
25,68,34
68,26,21
26,68,21
68,27,80
27,68,80
68,28,42
28,68,42
68,29,72
29,68,72
68,30,53
30,68,53
68,31,74
31,68,74
68,32,56
32,68,56
68,33,88
33,68,88
68,34,42
34,68,42
68,35,45
35,68,45
68,36,52
36,68,52
68,37,8
37,68,8
68,38,55
38,68,55
68,39,68
39,68,68
68,40,56
40,68,56
68,41,59
41,68,59
68,42,55
42,68,55
68,43,60
43,68,60
68,44,86
44,68,86
68,45,52
45,68,52
68,46,32
46,68,32
68,47,28
47,68,28
68,48,56
48,68,56
68,49,47
49,68,47
68,50,61
50,68,61
68,51,61
51,68,61
68,52,40
52,68,40
68,53,82
53,68,82
68,54,36
54,68,36
68,55,64
55,68,64
68,56,55
56,68,55
68,57,24
57,68,24
68,58,40
58,68,40
68,59,52
59,68,52
68,60,77
60,68,77
68,61,58
61,68,58
68,62,77
62,68,77
68,63,62
63,68,62
68,64,45
64,68,45
68,65,42
65,68,42
68,66,91
66,68,91
68,67,63
67,68,63
68,68,0
69,0,104
0,69,104
69,1,116
1,69,116
69,2,50
2,69,50
69,3,92
3,69,92
69,4,98
4,69,98
69,5,40
5,69,40
69,6,83
6,69,83
69,7,21
7,69,21
69,8,13
8,69,13
69,9,112
9,69,112
69,10,68
10,69,68
69,11,36
11,69,36
69,12,63
12,69,63
69,13,57
13,69,57
69,14,89
14,69,89
69,15,94
15,69,94
69,16,40
16,69,40
69,17,84
17,69,84
69,18,65
18,69,65
69,19,70
19,69,70
69,20,15
20,69,15
69,21,113
21,69,113
69,22,98
22,69,98
69,23,30
23,69,30
69,24,35
24,69,35
69,25,39
25,69,39
69,26,24
26,69,24
69,27,103
27,69,103
69,28,53
28,69,53
69,29,86
29,69,86
69,30,53
30,69,53
69,31,78
31,69,78
69,32,72
32,69,72
69,33,103
33,69,103
69,34,51
34,69,51
69,35,55
35,69,55
69,36,71
36,69,71
69,37,7
37,69,7
69,38,68
38,69,68
69,39,78
39,69,78
69,40,62
40,69,62
69,41,60
41,69,60
69,42,61
42,69,61
69,43,77
43,69,77
69,44,105
44,69,105
69,45,50
45,69,50
69,46,31
46,69,31
69,47,32
47,69,32
69,48,70
48,69,70
69,49,58
49,69,58
69,50,74
50,69,74
69,51,77
51,69,77
69,52,43
52,69,43
69,53,99
53,69,99
69,54,36
54,69,36
69,55,74
55,69,74
69,56,64
56,69,64
69,57,29
57,69,29
69,58,55
58,69,55
69,59,68
59,69,68
69,60,96
60,69,96
69,61,67
61,69,67
69,62,91
62,69,91
69,63,77
63,69,77
69,64,47
64,69,47
69,65,48
65,69,48
69,66,97
66,69,97
69,67,72
67,69,72
69,68,57
68,69,57
69,69,0
70,0,160
0,70,160
70,1,158
1,70,158
70,2,53
2,70,53
70,3,137
3,70,137
70,4,134
4,70,134
70,5,47
5,70,47
70,6,122
6,70,122
70,7,21
7,70,21
70,8,15
8,70,15
70,9,162
9,70,162
70,10,89
10,70,89
70,11,47
11,70,47
70,12,77
12,70,77
70,13,80
13,70,80
70,14,131
14,70,131
70,15,128
15,70,128
70,16,43
16,70,43
70,17,117
17,70,117
70,18,103
18,70,103
70,19,79
19,70,79
70,20,16
20,70,16
70,21,165
21,70,165
70,22,145
22,70,145
70,23,36
23,70,36
70,24,46
24,70,46
70,25,51
25,70,51
70,26,33
26,70,33
70,27,145
27,70,145
70,28,73
28,70,73
70,29,122
29,70,122
70,30,67
30,70,67
70,31,115
31,70,115
70,32,89
32,70,89
70,33,158
33,70,158
70,34,63
34,70,63
70,35,65
35,70,65
70,36,79
36,70,79
70,37,9
37,70,9
70,38,91
38,70,91
70,39,113
39,70,113
70,40,88
40,70,88
70,41,90
41,70,90
70,42,81
42,70,81
70,43,110
43,70,110
70,44,176
44,70,176
70,45,66
45,70,66
70,46,47
46,70,47
70,47,47
47,70,47
70,48,102
48,70,102
70,49,74
49,70,74
70,50,109
50,70,109
70,51,94
51,70,94
70,52,56
52,70,56
70,53,142
53,70,142
70,54,45
54,70,45
70,55,104
55,70,104
70,56,98
56,70,98
70,57,30
57,70,30
70,58,65
58,70,65
70,59,86
59,70,86
70,60,134
60,70,134
70,61,78
61,70,78
70,62,135
62,70,135
70,63,106
63,70,106
70,64,70
64,70,70
70,65,60
65,70,60
70,66,140
66,70,140
70,67,104
67,70,104
70,68,76
68,70,76
70,69,85
69,70,85
70,70,0
71,0,147
0,71,147
71,1,148
1,71,148
71,2,47
2,71,47
71,3,123
3,71,123
71,4,138
4,71,138
71,5,49
5,71,49
71,6,130
6,71,130
71,7,22
7,71,22
71,8,18
8,71,18
71,9,165
9,71,165
71,10,87
10,71,87
71,11,44
11,71,44
71,12,82
12,71,82
71,13,78
13,71,78
71,14,151
14,71,151
71,15,134
15,71,134
71,16,40
16,71,40
71,17,125
17,71,125
71,18,95
18,71,95
71,19,78
19,71,78
71,20,17
20,71,17
71,21,186
21,71,186
71,22,138
22,71,138
71,23,39
23,71,39
71,24,55
24,71,55
71,25,49
25,71,49
71,26,31
26,71,31
71,27,147
27,71,147
71,28,76
28,71,76
71,29,122
29,71,122
71,30,78
30,71,78
71,31,127
31,71,127
71,32,100
32,71,100
71,33,158
33,71,158
71,34,73
34,71,73
71,35,70
35,71,70
71,36,85
36,71,85
71,37,9
37,71,9
71,38,88
38,71,88
71,39,128
39,71,128
71,40,86
40,71,86
71,41,92
41,71,92
71,42,80
42,71,80
71,43,111
43,71,111
71,44,170
44,71,170
71,45,65
45,71,65
71,46,42
46,71,42
71,47,44
47,71,44
71,48,85
48,71,85
71,49,72
49,71,72
71,50,107
50,71,107
71,51,112
51,71,112
71,52,57
52,71,57
71,53,136
53,71,136
71,54,55
54,71,55
71,55,104
55,71,104
71,56,78
56,71,78
71,57,34
57,71,34
71,58,62
58,71,62
71,59,82
59,71,82
71,60,135
60,71,135
71,61,81
61,71,81
71,62,132
62,71,132
71,63,123
63,71,123
71,64,71
64,71,71
71,65,59
65,71,59
71,66,141
66,71,141
71,67,106
67,71,106
71,68,75
68,71,75
71,69,90
69,71,90
71,70,112
70,71,112
71,71,0
72,0,82
0,72,82
72,1,93
1,72,93
72,2,36
2,72,36
72,3,82
3,72,82
72,4,82
4,72,82
72,5,32
5,72,32
72,6,73
6,72,73
72,7,16
7,72,16
72,8,14
8,72,14
72,9,103
9,72,103
72,10,52
10,72,52
72,11,33
11,72,33
72,12,53
12,72,53
72,13,52
13,72,52
72,14,76
14,72,76
72,15,70
15,72,70
72,16,24
16,72,24
72,17,68
17,72,68
72,18,68
18,72,68
72,19,49
19,72,49
72,20,11
20,72,11
72,21,94
21,72,94
72,22,85
22,72,85
72,23,30
23,72,30
72,24,30
24,72,30
72,25,34
25,72,34
72,26,20
26,72,20
72,27,84
27,72,84
72,28,44
28,72,44
72,29,103
29,72,103
72,30,44
30,72,44
72,31,81
31,72,81
72,32,57
32,72,57
72,33,90
33,72,90
72,34,44
34,72,44
72,35,46
35,72,46
72,36,52
36,72,52
72,37,9
37,72,9
72,38,60
38,72,60
72,39,79
39,72,79
72,40,58
40,72,58
72,41,57
41,72,57
72,42,45
42,72,45
72,43,72
43,72,72
72,44,102
44,72,102
72,45,44
45,72,44
72,46,26
46,72,26
72,47,29
47,72,29
72,48,64
48,72,64
72,49,49
49,72,49
72,50,62
50,72,62
72,51,64
51,72,64
72,52,32
52,72,32
72,53,88
53,72,88
72,54,34
54,72,34
72,55,61
55,72,61
72,56,55
56,72,55
72,57,27
57,72,27
72,58,46
58,72,46
72,59,53
59,72,53
72,60,80
60,72,80
72,61,64
61,72,64
72,62,98
62,72,98
72,63,68
63,72,68
72,64,47
64,72,47
72,65,41
65,72,41
72,66,87
66,72,87
72,67,65
67,72,65
72,68,45
68,72,45
72,69,52
69,72,52
72,70,74
70,72,74
72,71,73
71,72,73
72,72,0
73,0,110
0,73,110
73,1,106
1,73,106
73,2,45
2,73,45
73,3,95
3,73,95
73,4,97
4,73,97
73,5,36
5,73,36
73,6,90
6,73,90
73,7,19
7,73,19
73,8,16
8,73,16
73,9,114
9,73,114
73,10,71
10,73,71
73,11,36
11,73,36
73,12,67
12,73,67
73,13,62
13,73,62
73,14,101
14,73,101
73,15,94
15,73,94
73,16,35
16,73,35
73,17,89
17,73,89
73,18,72
18,73,72
73,19,61
19,73,61
73,20,16
20,73,16
73,21,119
21,73,119
73,22,104
22,73,104
73,23,31
23,73,31
73,24,40
24,73,40
73,25,43
25,73,43
73,26,26
26,73,26
73,27,103
27,73,103
73,28,55
28,73,55
73,29,92
29,73,92
73,30,58
30,73,58
73,31,87
31,73,87
73,32,68
32,73,68
73,33,115
33,73,115
73,34,52
34,73,52
73,35,47
35,73,47
73,36,72
36,73,72
73,37,8
37,73,8
73,38,75
38,73,75
73,39,87
39,73,87
73,40,70
40,73,70
73,41,68
41,73,68
73,42,63
42,73,63
73,43,81
43,73,81
73,44,103
44,73,103
73,45,45
45,73,45
73,46,33
46,73,33
73,47,36
47,73,36
73,48,79
48,73,79
73,49,56
49,73,56
73,50,74
50,73,74
73,51,73
51,73,73
73,52,48
52,73,48
73,53,100
53,73,100
73,54,40
54,73,40
73,55,72
55,73,72
73,56,65
56,73,65
73,57,26
57,73,26
73,58,51
58,73,51
73,59,64
59,73,64
73,60,100
60,73,100
73,61,66
61,73,66
73,62,99
62,73,99
73,63,86
63,73,86
73,64,52
64,73,52
73,65,50
65,73,50
73,66,105
66,73,105
73,67,79
67,73,79
73,68,51
68,73,51
73,69,64
69,73,64
73,70,96
70,73,96
73,71,94
71,73,94
73,72,51
72,73,51
73,73,0
74,0,75
0,74,75
74,1,85
1,74,85
74,2,34
2,74,34
74,3,72
3,74,72
74,4,72
4,74,72
74,5,36
5,74,36
74,6,68
6,74,68
74,7,20
7,74,20
74,8,15
8,74,15
74,9,78
9,74,78
74,10,56
10,74,56
74,11,35
11,74,35
74,12,48
12,74,48
74,13,49
13,74,49
74,14,79
14,74,79
74,15,69
15,74,69
74,16,27
16,74,27
74,17,62
17,74,62
74,18,62
18,74,62
74,19,45
19,74,45
74,20,10
20,74,10
74,21,92
21,74,92
74,22,84
22,74,84
74,23,26
23,74,26
74,24,39
24,74,39
74,25,35
25,74,35
74,26,24
26,74,24
74,27,79
27,74,79
74,28,48
28,74,48
74,29,69
29,74,69
74,30,45
30,74,45
74,31,72
31,74,72
74,32,56
32,74,56
74,33,83
33,74,83
74,34,43
34,74,43
74,35,43
35,74,43
74,36,51
36,74,51
74,37,8
37,74,8
74,38,62
38,74,62
74,39,81
39,74,81
74,40,57
40,74,57
74,41,56
41,74,56
74,42,52
42,74,52
74,43,66
43,74,66
74,44,82
44,74,82
74,45,42
45,74,42
74,46,28
46,74,28
74,47,27
47,74,27
74,48,56
48,74,56
74,49,37
49,74,37
74,50,65
50,74,65
74,51,64
51,74,64
74,52,34
52,74,34
74,53,76
53,74,76
74,54,43
54,74,43
74,55,55
55,74,55
74,56,52
56,74,52
74,57,26
57,74,26
74,58,44
58,74,44
74,59,46
59,74,46
74,60,69
60,74,69
74,61,49
61,74,49
74,62,70
62,74,70
74,63,77
63,74,77
74,64,42
64,74,42
74,65,43
65,74,43
74,66,80
66,74,80
74,67,63
67,74,63
74,68,44
68,74,44
74,69,46
69,74,46
74,70,65
70,74,65
74,71,77
71,74,77
74,72,49
72,74,49
74,73,64
73,74,64
74,74,0
75,0,12
0,75,12
75,1,15
1,75,15
75,2,8
2,75,8
75,3,12
3,75,12
75,4,13
4,75,13
75,5,11
5,75,11
75,6,13
6,75,13
75,7,5
7,75,5
75,8,5
8,75,5
75,9,15
9,75,15
75,10,11
10,75,11
75,11,10
11,75,10
75,12,9
12,75,9
75,13,9
13,75,9
75,14,16
14,75,16
75,15,13
15,75,13
75,16,5
16,75,5
75,17,11
17,75,11
75,18,10
18,75,10
75,19,10
19,75,10
75,20,4
20,75,4
75,21,12
21,75,12
75,22,15
22,75,15
75,23,14
23,75,14
75,24,12
24,75,12
75,25,10
25,75,10
75,26,9
26,75,9
75,27,13
27,75,13
75,28,8
28,75,8
75,29,13
29,75,13
75,30,13
30,75,13
75,31,14
31,75,14
75,32,11
32,75,11
75,33,13
33,75,13
75,34,12
34,75,12
75,35,9
35,75,9
75,36,9
36,75,9
75,37,4
37,75,4
75,38,12
38,75,12
75,39,16
39,75,16
75,40,13
40,75,13
75,41,10
41,75,10
75,42,11
42,75,11
75,43,12
43,75,12
75,44,16
44,75,16
75,45,12
45,75,12
75,46,8
46,75,8
75,47,8
47,75,8
75,48,12
48,75,12
75,49,10
49,75,10
75,50,15
50,75,15
75,51,12
51,75,12
75,52,8
52,75,8
75,53,15
53,75,15
75,54,14
54,75,14
75,55,12
55,75,12
75,56,10
56,75,10
75,57,11
57,75,11
75,58,10
58,75,10
75,59,8
59,75,8
75,60,13
60,75,13
75,61,13
61,75,13
75,62,11
62,75,11
75,63,16
63,75,16
75,64,10
64,75,10
75,65,8
65,75,8
75,66,12
66,75,12
75,67,15
67,75,15
75,68,8
68,75,8
75,69,9
69,75,9
75,70,10
70,75,10
75,71,12
71,75,12
75,72,9
72,75,9
75,73,12
73,75,12
75,74,11
74,75,11
75,75,0
76,0,106
0,76,106
76,1,99
1,76,99
76,2,47
2,76,47
76,3,84
3,76,84
76,4,84
4,76,84
76,5,39
5,76,39
76,6,86
6,76,86
76,7,18
7,76,18
76,8,14
8,76,14
76,9,108
9,76,108
76,10,61
10,76,61
76,11,31
11,76,31
76,12,58
12,76,58
76,13,57
13,76,57
76,14,90
14,76,90
76,15,83
15,76,83
76,16,34
16,76,34
76,17,82
17,76,82
76,18,61
18,76,61
76,19,51
19,76,51
76,20,16
20,76,16
76,21,115
21,76,115
76,22,100
22,76,100
76,23,28
23,76,28
76,24,39
24,76,39
76,25,35
25,76,35
76,26,22
26,76,22
76,27,93
27,76,93
76,28,52
28,76,52
76,29,87
29,76,87
76,30,49
30,76,49
76,31,73
31,76,73
76,32,62
32,76,62
76,33,106
33,76,106
76,34,49
34,76,49
76,35,48
35,76,48
76,36,85
36,76,85
76,37,7
37,76,7
76,38,67
38,76,67
76,39,73
39,76,73
76,40,62
40,76,62
76,41,59
41,76,59
76,42,62
42,76,62
76,43,73
43,76,73
76,44,103
44,76,103
76,45,54
45,76,54
76,46,37
46,76,37
76,47,33
47,76,33
76,48,66
48,76,66
76,49,55
49,76,55
76,50,69
50,76,69
76,51,68
51,76,68
76,52,42
52,76,42
76,53,85
53,76,85
76,54,34
54,76,34
76,55,73
55,76,73
76,56,57
56,76,57
76,57,26
57,76,26
76,58,55
58,76,55
76,59,64
59,76,64
76,60,85
60,76,85
76,61,55
61,76,55
76,62,93
62,76,93
76,63,80
63,76,80
76,64,50
64,76,50
76,65,47
65,76,47
76,66,97
66,76,97
76,67,71
67,76,71
76,68,57
68,76,57
76,69,68
69,76,68
76,70,85
70,76,85
76,71,90
71,76,90
76,72,49
72,76,49
76,73,71
73,76,71
76,74,47
74,76,47
76,75,10
75,76,10
76,76,0
77,0,123
0,77,123
77,1,120
1,77,120
77,2,46
2,77,46
77,3,108
3,77,108
77,4,105
4,77,105
77,5,48
5,77,48
77,6,101
6,77,101
77,7,22
7,77,22
77,8,12
8,77,12
77,9,134
9,77,134
77,10,96
10,77,96
77,11,42
11,77,42
77,12,67
12,77,67
77,13,65
13,77,65
77,14,112
14,77,112
77,15,107
15,77,107
77,16,36
16,77,36
77,17,94
17,77,94
77,18,89
18,77,89
77,19,62
19,77,62
77,20,13
20,77,13
77,21,143
21,77,143
77,22,113
22,77,113
77,23,33
23,77,33
77,24,45
24,77,45
77,25,45
25,77,45
77,26,36
26,77,36
77,27,117
27,77,117
77,28,68
28,77,68
77,29,100
29,77,100
77,30,61
30,77,61
77,31,98
31,77,98
77,32,69
32,77,69
77,33,112
33,77,112
77,34,50
34,77,50
77,35,52
35,77,52
77,36,76
36,77,76
77,37,7
37,77,7
77,38,90
38,77,90
77,39,108
39,77,108
77,40,78
40,77,78
77,41,76
41,77,76
77,42,80
42,77,80
77,43,94
43,77,94
77,44,131
44,77,131
77,45,57
45,77,57
77,46,38
46,77,38
77,47,41
47,77,41
77,48,81
48,77,81
77,49,63
49,77,63
77,50,95
50,77,95
77,51,90
51,77,90
77,52,49
52,77,49
77,53,109
53,77,109
77,54,42
54,77,42
77,55,83
55,77,83
77,56,80
56,77,80
77,57,27
57,77,27
77,58,61
58,77,61
77,59,73
59,77,73
77,60,115
60,77,115
77,61,65
61,77,65
77,62,114
62,77,114
77,63,103
63,77,103
77,64,60
64,77,60
77,65,48
65,77,48
77,66,111
66,77,111
77,67,92
67,77,92
77,68,57
68,77,57
77,69,74
69,77,74
77,70,107
70,77,107
77,71,97
71,77,97
77,72,58
72,77,58
77,73,81
73,77,81
77,74,60
74,77,60
77,75,11
75,77,11
77,76,69
76,77,69
77,77,0
78,0,63
0,78,63
78,1,74
1,78,74
78,2,34
2,78,34
78,3,63
3,78,63
78,4,72
4,78,72
78,5,27
5,78,27
78,6,68
6,78,68
78,7,19
7,78,19
78,8,19
8,78,19
78,9,74
9,78,74
78,10,54
10,78,54
78,11,38
11,78,38
78,12,46
12,78,46
78,13,46
13,78,46
78,14,70
14,78,70
78,15,54
15,78,54
78,16,28
16,78,28
78,17,66
17,78,66
78,18,61
18,78,61
78,19,40
19,78,40
78,20,9
20,78,9
78,21,72
21,78,72
78,22,71
22,78,71
78,23,43
23,78,43
78,24,47
24,78,47
78,25,35
25,78,35
78,26,20
26,78,20
78,27,75
27,78,75
78,28,42
28,78,42
78,29,62
29,78,62
78,30,51
30,78,51
78,31,72
31,78,72
78,32,51
32,78,51
78,33,71
33,78,71
78,34,40
34,78,40
78,35,33
35,78,33
78,36,42
36,78,42
78,37,6
37,78,6
78,38,52
38,78,52
78,39,70
39,78,70
78,40,50
40,78,50
78,41,57
41,78,57
78,42,47
42,78,47
78,43,71
43,78,71
78,44,82
44,78,82
78,45,47
45,78,47
78,46,24
46,78,24
78,47,28
47,78,28
78,48,52
48,78,52
78,49,43
49,78,43
78,50,72
50,78,72
78,51,62
51,78,62
78,52,28
52,78,28
78,53,72
53,78,72
78,54,52
54,78,52
78,55,53
55,78,53
78,56,49
56,78,49
78,57,32
57,78,32
78,58,45
58,78,45
78,59,46
59,78,46
78,60,63
60,78,63
78,61,55
61,78,55
78,62,58
62,78,58
78,63,66
63,78,66
78,64,46
64,78,46
78,65,36
65,78,36
78,66,73
66,78,73
78,67,66
67,78,66
78,68,41
68,78,41
78,69,41
69,78,41
78,70,56
70,78,56
78,71,59
71,78,59
78,72,42
72,78,42
78,73,47
73,78,47
78,74,40
74,78,40
78,75,15
75,78,15
78,76,37
76,78,37
78,77,45
77,78,45
78,78,0
79,0,80
0,79,80
79,1,83
1,79,83
79,2,31
2,79,31
79,3,80
3,79,80
79,4,66
4,79,66
79,5,32
5,79,32
79,6,67
6,79,67
79,7,15
7,79,15
79,8,15
8,79,15
79,9,89
9,79,89
79,10,53
10,79,53
79,11,28
11,79,28
79,12,51
12,79,51
79,13,50
13,79,50
79,14,71
14,79,71
79,15,70
15,79,70
79,16,31
16,79,31
79,17,59
17,79,59
79,18,63
18,79,63
79,19,53
19,79,53
79,20,13
20,79,13
79,21,77
21,79,77
79,22,82
22,79,82
79,23,22
23,79,22
79,24,30
24,79,30
79,25,40
25,79,40
79,26,20
26,79,20
79,27,78
27,79,78
79,28,44
28,79,44
79,29,79
29,79,79
79,30,41
30,79,41
79,31,79
31,79,79
79,32,54
32,79,54
79,33,89
33,79,89
79,34,37
34,79,37
79,35,41
35,79,41
79,36,48
36,79,48
79,37,8
37,79,8
79,38,55
38,79,55
79,39,70
39,79,70
79,40,50
40,79,50
79,41,51
41,79,51
79,42,52
42,79,52
79,43,64
43,79,64
79,44,90
44,79,90
79,45,51
45,79,51
79,46,30
46,79,30
79,47,29
47,79,29
79,48,58
48,79,58
79,49,53
49,79,53
79,50,61
50,79,61
79,51,64
51,79,64
79,52,33
52,79,33
79,53,73
53,79,73
79,54,35
54,79,35
79,55,60
55,79,60
79,56,51
56,79,51
79,57,24
57,79,24
79,58,40
58,79,40
79,59,51
59,79,51
79,60,74
60,79,74
79,61,59
61,79,59
79,62,72
62,79,72
79,63,61
63,79,61
79,64,45
64,79,45
79,65,41
65,79,41
79,66,89
66,79,89
79,67,66
67,79,66
79,68,41
68,79,41
79,69,46
69,79,46
79,70,75
70,79,75
79,71,68
71,79,68
79,72,54
72,79,54
79,73,51
73,79,51
79,74,43
74,79,43
79,75,9
75,79,9
79,76,48
76,79,48
79,77,51
77,79,51
79,78,37
78,79,37
79,79,0
80,0,127
0,80,127
80,1,135
1,80,135
80,2,45
2,80,45
80,3,116
3,80,116
80,4,130
4,80,130
80,5,43
5,80,43
80,6,123
6,80,123
80,7,23
7,80,23
80,8,23
8,80,23
80,9,146
9,80,146
80,10,86
10,80,86
80,11,49
11,80,49
80,12,74
12,80,74
80,13,72
13,80,72
80,14,139
14,80,139
80,15,110
15,80,110
80,16,42
16,80,42
80,17,116
17,80,116
80,18,94
18,80,94
80,19,70
19,80,70
80,20,15
20,80,15
80,21,143
21,80,143
80,22,141
22,80,141
80,23,42
23,80,42
80,24,65
24,80,65
80,25,47
25,80,47
80,26,32
26,80,32
80,27,136
27,80,136
80,28,67
28,80,67
80,29,113
29,80,113
80,30,75
30,80,75
80,31,131
31,80,131
80,32,88
32,80,88
80,33,134
33,80,134
80,34,60
34,80,60
80,35,66
35,80,66
80,36,82
36,80,82
80,37,7
37,80,7
80,38,90
38,80,90
80,39,135
39,80,135
80,40,86
40,80,86
80,41,87
41,80,87
80,42,86
42,80,86
80,43,130
43,80,130
80,44,150
44,80,150
80,45,67
45,80,67
80,46,41
46,80,41
80,47,37
47,80,37
80,48,85
48,80,85
80,49,64
49,80,64
80,50,116
50,80,116
80,51,107
51,80,107
80,52,49
52,80,49
80,53,127
53,80,127
80,54,54
54,80,54
80,55,83
55,80,83
80,56,85
56,80,85
80,57,36
57,80,36
80,58,71
58,80,71
80,59,74
59,80,74
80,60,123
60,80,123
80,61,84
61,80,84
80,62,119
62,80,119
80,63,116
63,80,116
80,64,68
64,80,68
80,65,57
65,80,57
80,66,145
66,80,145
80,67,106
67,80,106
80,68,71
68,80,71
80,69,83
69,80,83
80,70,110
70,80,110
80,71,117
71,80,117
80,72,66
72,80,66
80,73,85
73,80,85
80,74,73
74,80,73
80,75,14
75,80,14
80,76,75
76,80,75
80,77,93
77,80,93
80,78,71
78,80,71
80,79,71
79,80,71
80,80,0
81,0,127
0,81,127
81,1,114
1,81,114
81,2,43
2,81,43
81,3,102
3,81,102
81,4,114
4,81,114
81,5,42
5,81,42
81,6,105
6,81,105
81,7,24
7,81,24
81,8,17
8,81,17
81,9,127
9,81,127
81,10,73
10,81,73
81,11,38
11,81,38
81,12,67
12,81,67
81,13,64
13,81,64
81,14,111
14,81,111
81,15,100
15,81,100
81,16,39
16,81,39
81,17,109
17,81,109
81,18,77
18,81,77
81,19,59
19,81,59
81,20,16
20,81,16
81,21,127
21,81,127
81,22,115
22,81,115
81,23,35
23,81,35
81,24,46
24,81,46
81,25,43
25,81,43
81,26,25
26,81,25
81,27,131
27,81,131
81,28,61
28,81,61
81,29,102
29,81,102
81,30,63
30,81,63
81,31,115
31,81,115
81,32,74
32,81,74
81,33,116
33,81,116
81,34,57
34,81,57
81,35,57
35,81,57
81,36,76
36,81,76
81,37,9
37,81,9
81,38,85
38,81,85
81,39,118
39,81,118
81,40,71
40,81,71
81,41,71
41,81,71
81,42,70
42,81,70
81,43,95
43,81,95
81,44,135
44,81,135
81,45,61
45,81,61
81,46,35
46,81,35
81,47,32
47,81,32
81,48,72
48,81,72
81,49,61
49,81,61
81,50,92
50,81,92
81,51,81
51,81,81
81,52,53
52,81,53
81,53,104
53,81,104
81,54,48
54,81,48
81,55,78
55,81,78
81,56,77
56,81,77
81,57,26
57,81,26
81,58,58
58,81,58
81,59,70
59,81,70
81,60,110
60,81,110
81,61,68
61,81,68
81,62,110
62,81,110
81,63,94
63,81,94
81,64,55
64,81,55
81,65,46
65,81,46
81,66,129
66,81,129
81,67,86
67,81,86
81,68,74
68,81,74
81,69,73
69,81,73
81,70,101
70,81,101
81,71,100
71,81,100
81,72,58
72,81,58
81,73,76
73,81,76
81,74,59
74,81,59
81,75,11
75,81,11
81,76,75
76,81,75
81,77,84
77,81,84
81,78,56
78,81,56
81,79,59
79,81,59
81,80,108
80,81,108
81,81,0
82,0,12
0,82,12
82,1,18
1,82,18
82,2,10
2,82,10
82,3,12
3,82,12
82,4,22
4,82,22
82,5,11
5,82,11
82,6,18
6,82,18
82,7,11
7,82,11
82,8,15
8,82,15
82,9,20
9,82,20
82,10,11
10,82,11
82,11,18
11,82,18
82,12,12
12,82,12
82,13,14
13,82,14
82,14,26
14,82,26
82,15,12
15,82,12
82,16,7
16,82,7
82,17,24
17,82,24
82,18,14
18,82,14
82,19,13
19,82,13
82,20,6
20,82,6
82,21,17
21,82,17
82,22,19
22,82,19
82,23,16
23,82,16
82,24,20
24,82,20
82,25,12
25,82,12
82,26,9
26,82,9
82,27,20
27,82,20
82,28,13
28,82,13
82,29,13
29,82,13
82,30,20
30,82,20
82,31,20
31,82,20
82,32,14
32,82,14
82,33,21
33,82,21
82,34,15
34,82,15
82,35,15
35,82,15
82,36,10
36,82,10
82,37,5
37,82,5
82,38,15
38,82,15
82,39,20
39,82,20
82,40,11
40,82,11
82,41,20
41,82,20
82,42,9
42,82,9
82,43,24
43,82,24
82,44,21
44,82,21
82,45,17
45,82,17
82,46,13
46,82,13
82,47,8
47,82,8
82,48,15
48,82,15
82,49,10
49,82,10
82,50,29
50,82,29
82,51,16
51,82,16
82,52,12
52,82,12
82,53,20
53,82,20
82,54,23
54,82,23
82,55,16
55,82,16
82,56,14
56,82,14
82,57,17
57,82,17
82,58,18
58,82,18
82,59,15
59,82,15
82,60,15
60,82,15
82,61,15
61,82,15
82,62,13
62,82,13
82,63,22
63,82,22
82,64,13
64,82,13
82,65,10
65,82,10
82,66,20
66,82,20
82,67,18
67,82,18
82,68,11
68,82,11
82,69,10
69,82,10
82,70,14
70,82,14
82,71,17
71,82,17
82,72,14
72,82,14
82,73,11
73,82,11
82,74,14
74,82,14
82,75,7
75,82,7
82,76,9
76,82,9
82,77,10
77,82,10
82,78,21
78,82,21
82,79,10
79,82,10
82,80,22
80,82,22
82,81,14
81,82,14
82,82,0
83,0,43
0,83,43
83,1,48
1,83,48
83,2,26
2,83,26
83,3,34
3,83,34
83,4,38
4,83,38
83,5,19
5,83,19
83,6,38
6,83,38
83,7,14
7,83,14
83,8,9
8,83,9
83,9,46
9,83,46
83,10,35
10,83,35
83,11,20
11,83,20
83,12,30
12,83,30
83,13,27
13,83,27
83,14,31
14,83,31
83,15,37
15,83,37
83,16,20
16,83,20
83,17,32
17,83,32
83,18,29
18,83,29
83,19,27
19,83,27
83,20,7
20,83,7
83,21,43
21,83,43
83,22,44
22,83,44
83,23,18
23,83,18
83,24,23
24,83,23
83,25,23
25,83,23
83,26,17
26,83,17
83,27,41
27,83,41
83,28,25
28,83,25
83,29,36
29,83,36
83,30,29
30,83,29
83,31,29
31,83,29
83,32,29
32,83,29
83,33,41
33,83,41
83,34,22
34,83,22
83,35,28
35,83,28
83,36,27
36,83,27
83,37,9
37,83,9
83,38,31
38,83,31
83,39,40
39,83,40
83,40,30
40,83,30
83,41,32
41,83,32
83,42,26
42,83,26
83,43,40
43,83,40
83,44,45
44,83,45
83,45,25
45,83,25
83,46,20
46,83,20
83,47,21
47,83,21
83,48,28
48,83,28
83,49,26
49,83,26
83,50,25
