i,j,score
102,107,35
107,103,51
103,107,51
107,104,45
104,107,45
107,105,33
105,107,33
107,106,40
106,107,40
107,107,0
108,0,68
0,108,68
108,1,64
1,108,64
108,2,33
2,108,33
108,3,66
3,108,66
108,4,63
4,108,63
108,5,32
5,108,32
108,6,59
6,108,59
108,7,16
7,108,16
108,8,12
8,108,12
108,9,76
9,108,76
108,10,48
10,108,48
108,11,31
11,108,31
108,12,51
12,108,51
108,13,44
13,108,44
108,14,62
14,108,62
108,15,65
15,108,65
108,16,30
16,108,30
108,17,60
17,108,60
108,18,52
18,108,52
108,19,46
19,108,46
108,20,14
20,108,14
108,21,76
21,108,76
108,22,70
22,108,70
108,23,33
23,108,33
108,24,41
24,108,41
108,25,32
25,108,32
108,26,24
26,108,24
108,27,63
27,108,63
108,28,46
28,108,46
108,29,54
29,108,54
108,30,38
30,108,38
108,31,65
31,108,65
108,32,52
32,108,52
108,33,65
33,108,65
108,34,48
34,108,48
108,35,40
35,108,40
108,36,45
36,108,45
108,37,6
37,108,6
108,38,54
38,108,54
108,39,78
39,108,78
108,40,55
40,108,55
108,41,43
41,108,43
108,42,46
42,108,46
108,43,66
43,108,66
108,44,82
44,108,82
108,45,45
45,108,45
108,46,27
46,108,27
108,47,30
47,108,30
108,48,50
48,108,50
108,49,43
49,108,43
108,50,55
50,108,55
108,51,58
51,108,58
108,52,30
52,108,30
108,53,69
53,108,69
108,54,31
54,108,31
108,55,54
55,108,54
108,56,50
56,108,50
108,57,20
57,108,20
108,58,48
58,108,48
108,59,50
59,108,50
108,60,71
60,108,71
108,61,45
61,108,45
108,62,66
62,108,66
108,63,72
63,108,72
108,64,38
64,108,38
108,65,34
65,108,34
108,66,71
66,108,71
108,67,60
67,108,60
108,68,38
68,108,38
108,69,50
69,108,50
108,70,54
70,108,54
108,71,64
71,108,64
108,72,38
72,108,38
108,73,48
73,108,48
108,74,38
74,108,38
108,75,10
75,108,10
108,76,46
76,108,46
108,77,58
77,108,58
108,78,36
78,108,36
108,79,38
79,108,38
108,80,59
80,108,59
108,81,62
81,108,62
108,82,11
82,108,11
108,83,23
83,108,23
108,84,65
84,108,65
108,85,38
85,108,38
108,86,55
86,108,55
108,87,65
87,108,65
108,88,8
88,108,8
108,89,58
89,108,58
108,90,23
90,108,23
108,91,62
91,108,62
108,92,28
92,108,28
108,93,75
93,108,75
108,94,50
94,108,50
108,95,18
95,108,18
108,96,43
96,108,43
108,97,61
97,108,61
108,98,46
98,108,46
108,99,75
99,108,75
108,100,58
100,108,58
108,101,30
101,108,30
108,102,49
102,108,49
108,103,65
103,108,65
108,104,63
104,108,63
108,105,39
105,108,39
108,106,48
106,108,48
108,107,33
107,108,33
108,108,0
109,0,164
0,109,164
109,1,173
1,109,173
109,2,53
2,109,53
109,3,144
3,109,144
109,4,145
4,109,145
109,5,58
5,109,58
109,6,126
6,109,126
109,7,27
7,109,27
109,8,18
8,109,18
109,9,174
9,109,174
109,10,101
10,109,101
109,11,50
11,109,50
109,12,82
12,109,82
109,13,80
13,109,80
109,14,147
14,109,147
109,15,143
15,109,143
109,16,41
16,109,41
109,17,129
17,109,129
109,18,114
18,109,114
109,19,85
19,109,85
109,20,18
20,109,18
109,21,167
21,109,167
109,22,151
22,109,151
109,23,43
23,109,43
109,24,57
24,109,57
109,25,53
25,109,53
109,26,33
26,109,33
109,27,141
27,109,141
109,28,75
28,109,75
109,29,133
29,109,133
109,30,74
30,109,74
109,31,136
31,109,136
109,32,94
32,109,94
109,33,172
33,109,172
109,34,67
34,109,67
109,35,69
35,109,69
109,36,85
36,109,85
109,37,9
37,109,9
109,38,110
38,109,110
109,39,144
39,109,144
109,40,96
40,109,96
109,41,97
41,109,97
109,42,84
42,109,84
109,43,129
43,109,129
109,44,177
44,109,177
109,45,73
45,109,73
109,46,39
46,109,39
109,47,42
47,109,42
109,48,106
48,109,106
109,49,83
49,109,83
109,50,115
50,109,115
109,51,97
51,109,97
109,52,55
52,109,55
109,53,144
53,109,144
109,54,62
54,109,62
109,55,106
55,109,106
109,56,93
56,109,93
109,57,29
57,109,29
109,58,71
58,109,71
109,59,89
59,109,89
109,60,143
60,109,143
109,61,87
61,109,87
109,62,145
62,109,145
109,63,125
63,109,125
109,64,70
64,109,70
109,65,63
65,109,63
109,66,150
66,109,150
109,67,117
67,109,117
109,68,71
68,109,71
109,69,89
69,109,89
109,70,140
70,109,140
109,71,119
71,109,119
109,72,78
72,109,78
109,73,91
73,109,91
109,74,73
74,109,73
109,75,11
75,109,11
109,76,86
76,109,86
109,77,110
77,109,110
109,78,67
78,109,67
109,79,80
79,109,80
109,80,111
80,109,111
109,81,106
81,109,106
109,82,17
82,109,17
109,83,40
83,109,40
109,84,146
84,109,146
109,85,86
85,109,86
109,86,92
86,109,92
109,87,143
87,109,143
109,88,11
88,109,11
109,89,110
89,109,110
109,90,28
90,109,28
109,91,114
91,109,114
109,92,44
92,109,44
109,93,155
93,109,155
109,94,84
94,109,84
109,95,25
95,109,25
109,96,80
96,109,80
109,97,123
97,109,123
109,98,78
98,109,78
109,99,187
99,109,187
109,100,126
100,109,126
109,101,65
101,109,65
109,102,90
102,109,90
109,103,138
103,109,138
109,104,139
104,109,139
109,105,61
105,109,61
109,106,94
106,109,94
109,107,51
107,109,51
109,108,63
108,109,63
109,109,0
110,0,73
0,110,73
110,1,81
1,110,81
110,2,30
2,110,30
110,3,60
3,110,60
110,4,76
4,110,76
110,5,31
5,110,31
110,6,69
6,110,69
110,7,20
7,110,20
110,8,16
8,110,16
110,9,89
9,110,89
110,10,55
10,110,55
110,11,32
11,110,32
110,12,53
12,110,53
110,13,51
13,110,51
110,14,81
14,110,81
110,15,73
15,110,73
110,16,21
16,110,21
110,17,74
17,110,74
110,18,59
18,110,59
110,19,44
19,110,44
110,20,10
20,110,10
110,21,83
21,110,83
110,22,76
22,110,76
110,23,48
23,110,48
110,24,50
24,110,50
110,25,35
25,110,35
110,26,23
26,110,23
110,27,74
27,110,74
110,28,48
28,110,48
110,29,64
29,110,64
110,30,42
30,110,42
110,31,75
31,110,75
110,32,51
32,110,51
110,33,85
33,110,85
110,34,47
34,110,47
110,35,45
35,110,45
110,36,49
36,110,49
110,37,6
37,110,6
110,38,56
38,110,56
110,39,108
39,110,108
110,40,60
40,110,60
110,41,57
41,110,57
110,42,57
42,110,57
110,43,74
43,110,74
110,44,94
44,110,94
110,45,49
45,110,49
110,46,29
46,110,29
110,47,30
47,110,30
110,48,60
48,110,60
110,49,47
49,110,47
110,50,68
50,110,68
110,51,63
51,110,63
110,52,32
52,110,32
110,53,76
53,110,76
110,54,41
54,110,41
110,55,47
55,110,47
110,56,53
56,110,53
110,57,27
57,110,27
110,58,53
58,110,53
110,59,51
59,110,51
110,60,76
60,110,76
110,61,52
61,110,52
110,62,66
62,110,66
110,63,84
63,110,84
110,64,41
64,110,41
110,65,38
65,110,38
110,66,76
66,110,76
110,67,75
67,110,75
110,68,41
68,110,41
110,69,45
69,110,45
110,70,67
70,110,67
110,71,77
71,110,77
110,72,40
72,110,40
110,73,49
73,110,49
110,74,44
74,110,44
110,75,13
75,110,13
110,76,46
76,110,46
110,77,59
77,110,59
110,78,49
78,110,49
110,79,43
79,110,43
110,80,72
80,110,72
110,81,57
81,110,57
110,82,18
82,110,18
110,83,21
83,110,21
110,84,72
84,110,72
110,85,44
85,110,44
110,86,59
86,110,59
110,87,81
87,110,81
110,88,11
88,110,11
110,89,53
89,110,53
110,90,21
90,110,21
110,91,70
91,110,70
110,92,32
92,110,32
110,93,82
93,110,82
110,94,54
94,110,54
110,95,22
95,110,22
110,96,41
96,110,41
110,97,67
97,110,67
110,98,45
98,110,45
110,99,94
99,110,94
110,100,64
100,110,64
110,101,34
101,110,34
110,102,46
102,110,46
110,103,65
103,110,65
110,104,66
104,110,66
110,105,38
105,110,38
110,106,51
106,110,51
110,107,41
107,110,41
110,108,51
108,110,51
110,109,79
109,110,79
110,110,0
111,0,9
0,111,9
111,1,9
1,111,9
111,2,7
2,111,7
111,3,9
3,111,9
111,4,9
4,111,9
111,5,8
5,111,8
111,6,9
6,111,9
111,7,5
7,111,5
111,8,8
8,111,8
111,9,9
9,111,9
111,10,9
10,111,9
111,11,7
11,111,7
111,12,8
12,111,8
111,13,7
13,111,7
111,14,9
14,111,9
111,15,9
15,111,9
111,16,4
16,111,4
111,17,9
17,111,9
111,18,8
18,111,8
111,19,8
19,111,8
111,20,4
20,111,4
111,21,8
21,111,8
111,22,9
22,111,9
111,23,8
23,111,8
111,24,8
24,111,8
111,25,8
25,111,8
111,26,8
26,111,8
111,27,9
27,111,9
111,28,6
28,111,6
111,29,9
29,111,9
111,30,11
30,111,11
111,31,9
31,111,9
111,32,8
32,111,8
111,33,9
33,111,9
111,34,12
34,111,12
111,35,10
35,111,10
111,36,7
36,111,7
111,37,4
37,111,4
111,38,9
38,111,9
111,39,9
39,111,9
111,40,9
40,111,9
111,41,9
41,111,9
111,42,8
42,111,8
111,43,9
43,111,9
111,44,10
44,111,10
111,45,9
45,111,9
111,46,10
46,111,10
111,47,7
47,111,7
111,48,8
48,111,8
111,49,8
49,111,8
111,50,12
50,111,12
111,51,9
51,111,9
111,52,10
52,111,10
111,53,9
53,111,9
111,54,7
54,111,7
111,55,7
55,111,7
111,56,11
56,111,11
111,57,10
57,111,10
111,58,7
58,111,7
111,59,7
59,111,7
111,60,9
60,111,9
111,61,8
61,111,8
111,62,9
62,111,9
111,63,9
63,111,9
111,64,9
64,111,9
111,65,7
65,111,7
111,66,9
66,111,9
111,67,9
67,111,9
111,68,7
68,111,7
111,69,8
69,111,8
111,70,8
70,111,8
111,71,9
71,111,9
111,72,8
72,111,8
111,73,9
73,111,9
111,74,9
74,111,9
111,75,25
75,111,25
111,76,8
76,111,8
111,77,9
77,111,9
111,78,9
78,111,9
111,79,7
79,111,7
111,80,9
80,111,9
111,81,9
81,111,9
111,82,7
82,111,7
111,83,8
83,111,8
111,84,8
84,111,8
111,85,7
85,111,7
111,86,9
86,111,9
111,87,8
87,111,8
111,88,3
88,111,3
111,89,9
89,111,9
111,90,7
90,111,7
111,91,8
91,111,8
111,92,6
92,111,6
111,93,10
93,111,10
111,94,9
94,111,9
111,95,5
95,111,5
111,96,7
96,111,7
111,97,9
97,111,9
111,98,9
98,111,9
111,99,11
99,111,11
111,100,8
100,111,8
111,101,8
101,111,8
111,102,9
102,111,9
111,103,9
103,111,9
111,104,9
104,111,9
111,105,8
105,111,8
111,106,7
106,111,7
111,107,8
107,111,8
111,108,9
108,111,9
111,109,9
109,111,9
111,110,9
110,111,9
111,111,0
112,0,178
0,112,178
112,1,158
1,112,158
112,2,53
2,112,53
112,3,136
3,112,136
112,4,146
4,112,146
112,5,52
5,112,52
112,6,133
6,112,133
112,7,23
7,112,23
112,8,16
8,112,16
112,9,182
9,112,182
112,10,98
10,112,98
112,11,41
11,112,41
112,12,88
12,112,88
112,13,77
13,112,77
112,14,147
14,112,147
112,15,144
15,112,144
112,16,49
16,112,49
112,17,126
17,112,126
112,18,105
18,112,105
112,19,86
19,112,86
112,20,17
20,112,17
112,21,193
21,112,193
112,22,162
22,112,162
112,23,45
23,112,45
112,24,48
24,112,48
112,25,51
25,112,51
112,26,34
26,112,34
112,27,162
27,112,162
112,28,68
28,112,68
112,29,128
29,112,128
112,30,81
30,112,81
112,31,128
31,112,128
112,32,97
32,112,97
112,33,155
33,112,155
112,34,62
34,112,62
112,35,76
35,112,76
112,36,92
36,112,92
112,37,9
37,112,9
112,38,96
38,112,96
112,39,131
39,112,131
112,40,83
40,112,83
112,41,86
41,112,86
112,42,88
42,112,88
112,43,126
43,112,126
112,44,174
44,112,174
112,45,65
45,112,65
112,46,45
46,112,45
112,47,48
47,112,48
112,48,105
48,112,105
112,49,81
49,112,81
112,50,100
50,112,100
112,51,112
51,112,112
112,52,61
52,112,61
112,53,154
53,112,154
112,54,48
54,112,48
112,55,109
55,112,109
112,56,92
56,112,92
112,57,30
57,112,30
112,58,68
58,112,68
112,59,94
59,112,94
112,60,148
60,112,148
112,61,81
61,112,81
112,62,149
62,112,149
112,63,109
63,112,109
112,64,70
64,112,70
112,65,68
65,112,68
112,66,150
66,112,150
112,67,116
67,112,116
112,68,86
68,112,86
112,69,103
69,112,103
112,70,141
70,112,141
112,71,136
71,112,136
112,72,75
72,112,75
112,73,93
73,112,93
112,74,77
74,112,77
112,75,11
75,112,11
112,76,86
76,112,86
112,77,116
77,112,116
112,78,52
78,112,52
112,79,79
79,112,79
112,80,130
80,112,130
112,81,108
81,112,108
112,82,10
82,112,10
112,83,41
83,112,41
112,84,140
84,112,140
112,85,81
85,112,81
112,86,99
86,112,99
112,87,138
87,112,138
112,88,9
88,112,9
112,89,97
89,112,97
112,90,30
90,112,30
112,91,107
91,112,107
112,92,45
92,112,45
112,93,149
93,112,149
112,94,85
94,112,85
112,95,20
95,112,20
112,96,81
96,112,81
112,97,122
97,112,122
112,98,79
98,112,79
112,99,197
99,112,197
112,100,134
100,112,134
112,101,60
101,112,60
112,102,96
102,112,96
112,103,158
103,112,158
112,104,139
104,112,139
112,105,62
105,112,62
112,106,96
106,112,96
112,107,47
107,112,47
112,108,64
108,112,64
112,109,138
109,112,138
112,110,73
110,112,73
112,111,9
111,112,9
112,112,0
113,0,31
0,113,31
113,1,31
1,113,31
113,2,19
2,113,19
113,3,26
3,113,26
113,4,31
4,113,31
113,5,19
5,113,19
113,6,26
6,113,26
113,7,11
7,113,11
113,8,13
8,113,13
113,9,33
9,113,33
113,10,20
10,113,20
113,11,18
11,113,18
113,12,25
12,113,25
113,13,23
13,113,23
113,14,32
14,113,32
113,15,31
15,113,31
113,16,14
16,113,14
113,17,25
17,113,25
113,18,27
18,113,27
113,19,22
19,113,22
113,20,7
20,113,7
113,21,32
21,113,32
113,22,33
22,113,33
113,23,16
23,113,16
113,24,21
24,113,21
113,25,23
25,113,23
113,26,12
26,113,12
113,27,30
27,113,30
113,28,23
28,113,23
113,29,30
29,113,30
113,30,23
30,113,23
113,31,30
31,113,30
113,32,26
32,113,26
113,33,31
33,113,31
113,34,24
34,113,24
113,35,24
35,113,24
113,36,24
36,113,24
113,37,8
37,113,8
113,38,25
38,113,25
113,39,32
39,113,32
113,40,26
40,113,26
113,41,29
41,113,29
113,42,22
42,113,22
113,43,29
43,113,29
113,44,34
44,113,34
113,45,26
45,113,26
113,46,19
46,113,19
113,47,17
47,113,17
113,48,28
48,113,28
113,49,22
49,113,22
113,50,31
50,113,31
113,51,30
51,113,30
113,52,20
52,113,20
113,53,32
53,113,32
113,54,18
54,113,18
113,55,24
55,113,24
113,56,26
56,113,26
113,57,20
57,113,20
113,58,25
58,113,25
113,59,21
59,113,21
113,60,31
60,113,31
113,61,27
61,113,27
113,62,29
62,113,29
113,63,31
63,113,31
113,64,22
64,113,22
113,65,22
65,113,22
113,66,31
66,113,31
113,67,29
67,113,29
113,68,19
68,113,19
113,69,22
69,113,22
113,70,26
70,113,26
113,71,32
71,113,32
113,72,22
72,113,22
113,73,25
73,113,25
113,74,23
74,113,23
113,75,8
75,113,8
113,76,24
76,113,24
113,77,25
77,113,25
113,78,21
78,113,21
113,79,24
79,113,24
113,80,31
80,113,31
113,81,24
81,113,24
113,82,14
82,113,14
113,83,15
83,113,15
113,84,29
84,113,29
113,85,22
85,113,22
113,86,28
86,113,28
113,87,30
87,113,30
113,88,8
88,113,8
113,89,27
89,113,27
113,90,11
90,113,11
113,91,26
91,113,26
113,92,15
92,113,15
113,93,34
93,113,34
113,94,25
94,113,25
113,95,14
95,113,14
113,96,17
96,113,17
113,97,29
97,113,29
113,98,21
98,113,21
113,99,32
99,113,32
113,100,27
100,113,27
113,101,21
101,113,21
113,102,24
102,113,24
113,103,31
103,113,31
113,104,25
104,113,25
113,105,19
105,113,19
113,106,26
106,113,26
113,107,19
107,113,19
113,108,24
108,113,24
113,109,32
109,113,32
113,110,22
110,113,22
113,111,9
111,113,9
113,112,31
112,113,31
113,113,0
114,0,151
0,114,151
114,1,144
1,114,144
114,2,51
2,114,51
114,3,116
3,114,116
114,4,137
4,114,137
114,5,47
5,114,47
114,6,114
6,114,114
114,7,21
7,114,21
114,8,18
8,114,18
114,9,163
9,114,163
114,10,90
10,114,90
114,11,47
11,114,47
114,12,75
12,114,75
114,13,71
13,114,71
114,14,131
14,114,131
114,15,123
15,114,123
114,16,41
16,114,41
114,17,118
17,114,118
114,18,95
18,114,95
114,19,71
19,114,71
114,20,17
20,114,17
114,21,153
21,114,153
114,22,138
22,114,138
114,23,35
23,114,35
114,24,49
24,114,49
114,25,45
25,114,45
114,26,30
26,114,30
114,27,130
27,114,130
114,28,70
28,114,70
114,29,113
29,114,113
114,30,74
30,114,74
114,31,115
31,114,115
114,32,91
32,114,91
114,33,135
33,114,135
114,34,56
34,114,56
114,35,67
35,114,67
114,36,78
36,114,78
114,37,9
37,114,9
114,38,95
38,114,95
114,39,113
39,114,113
114,40,85
40,114,85
114,41,86
41,114,86
114,42,79
42,114,79
114,43,106
43,114,106
114,44,160
44,114,160
114,45,63
45,114,63
114,46,38
46,114,38
114,47,37
47,114,37
114,48,86
48,114,86
114,49,71
49,114,71
114,50,99
50,114,99
114,51,99
51,114,99
114,52,52
52,114,52
114,53,127
53,114,127
114,54,47
54,114,47
114,55,89
55,114,89
114,56,75
56,114,75
114,57,29
57,114,29
114,58,64
58,114,64
114,59,89
59,114,89
114,60,119
60,114,119
114,61,79
61,114,79
114,62,126
62,114,126
114,63,113
63,114,113
114,64,69
64,114,69
114,65,54
65,114,54
114,66,132
66,114,132
114,67,103
67,114,103
114,68,71
68,114,71
114,69,82
69,114,82
114,70,114
70,114,114
114,71,108
71,114,108
114,72,70
72,114,70
114,73,90
73,114,90
114,74,71
74,114,71
114,75,11
75,114,11
114,76,80
76,114,80
114,77,97
77,114,97
114,78,59
78,114,59
114,79,72
79,114,72
114,80,113
80,114,113
114,81,94
81,114,94
114,82,15
82,114,15
114,83,39
83,114,39
114,84,118
84,114,118
114,85,69
85,114,69
114,86,87
86,114,87
114,87,113
87,114,113
114,88,10
88,114,10
114,89,91
89,114,91
114,90,29
90,114,29
114,91,99
91,114,99
114,92,48
92,114,48
114,93,132
93,114,132
114,94,87
94,114,87
114,95,22
95,114,22
114,96,68
96,114,68
114,97,110
97,114,110
114,98,73
98,114,73
114,99,160
99,114,160
114,100,114
100,114,114
114,101,60
101,114,60
114,102,91
102,114,91
114,103,136
103,114,136
114,104,115
104,114,115
114,105,57
105,114,57
114,106,92
106,114,92
114,107,44
107,114,44
114,108,56
108,114,56
114,109,120
109,114,120
114,110,61
110,114,61
114,111,9
111,114,9
114,112,134
112,114,134
114,113,25
113,114,25
114,114,0
115,0,192
0,115,192
115,1,187
1,115,187
115,2,61
2,115,61
115,3,161
3,115,161
115,4,167
4,115,167
115,5,61
5,115,61
115,6,146
6,115,146
115,7,27
7,115,27
115,8,21
8,115,21
115,9,203
9,115,203
115,10,106
10,115,106
115,11,49
11,115,49
115,12,96
12,115,96
115,13,92
13,115,92
115,14,170
14,115,170
115,15,162
15,115,162
115,16,52
16,115,52
115,17,144
17,115,144
115,18,111
18,115,111
115,19,101
19,115,101
115,20,19
20,115,19
115,21,200
21,115,200
115,22,168
22,115,168
115,23,48
23,115,48
115,24,54
24,115,54
115,25,57
25,115,57
115,26,34
26,115,34
115,27,176
27,115,176
115,28,88
28,115,88
115,29,151
29,115,151
115,30,85
30,115,85
115,31,157
31,115,157
115,32,106
32,115,106
115,33,183
33,115,183
115,34,77
34,115,77
115,35,80
35,115,80
115,36,87
36,115,87
115,37,8
37,115,8
115,38,111
38,115,111
115,39,142
39,115,142
115,40,103
40,115,103
115,41,103
41,115,103
115,42,94
42,115,94
115,43,137
43,115,137
115,44,232
44,115,232
115,45,83
45,115,83
115,46,52
46,115,52
115,47,49
47,115,49
115,48,111
48,115,111
115,49,88
49,115,88
115,50,133
50,115,133
115,51,126
51,115,126
115,52,71
52,115,71
115,53,171
53,115,171
115,54,57
54,115,57
115,55,122
55,115,122
115,56,108
56,115,108
115,57,40
57,115,40
115,58,79
58,115,79
115,59,99
59,115,99
115,60,165
60,115,165
115,61,105
61,115,105
115,62,162
62,115,162
115,63,138
63,115,138
115,64,77
64,115,77
115,65,71
65,115,71
115,66,173
66,115,173
115,67,130
67,115,130
115,68,84
68,115,84
115,69,106
69,115,106
115,70,151
70,115,151
115,71,147
71,115,147
115,72,81
72,115,81
115,73,97
73,115,97
115,74,76
74,115,76
115,75,14
75,115,14
115,76,92
76,115,92
115,77,113
77,115,113
115,78,63
78,115,63
115,79,82
79,115,82
115,80,142
80,115,142
115,81,120
81,115,120
115,82,17
82,115,17
115,83,39
83,115,39
115,84,170
84,115,170
115,85,85
85,115,85
115,86,116
86,115,116
115,87,155
87,115,155
115,88,9
88,115,9
115,89,121
89,115,121
115,90,35
90,115,35
115,91,131
91,115,131
115,92,53
92,115,53
115,93,179
93,115,179
115,94,99
94,115,99
115,95,21
95,115,21
115,96,98
96,115,98
115,97,130
97,115,130
115,98,93
98,115,93
115,99,229
99,115,229
115,100,151
100,115,151
115,101,76
101,115,76
115,102,107
102,115,107
115,103,159
103,115,159
115,104,157
104,115,157
115,105,68
105,115,68
115,106,105
106,115,105
115,107,53
107,115,53
115,108,66
108,115,66
115,109,151
109,115,151
115,110,75
110,115,75
115,111,12
111,115,12
115,112,175
112,115,175
115,113,32
113,115,32
115,114,142
114,115,142
115,115,0
116,0,73
0,116,73
116,1,74
1,116,74
116,2,34
2,116,34
116,3,63
3,116,63
116,4,71
4,116,71
116,5,30
5,116,30
116,6,64
6,116,64
116,7,20
7,116,20
116,8,17
8,116,17
116,9,81
9,116,81
116,10,45
10,116,45
116,11,40
11,116,40
116,12,52
12,116,52
116,13,58
13,116,58
116,14,68
14,116,68
116,15,67
15,116,67
116,16,29
16,116,29
116,17,70
17,116,70
116,18,77
18,116,77
116,19,41
19,116,41
116,20,10
20,116,10
116,21,73
21,116,73
116,22,74
22,116,74
116,23,30
23,116,30
116,24,41
24,116,41
116,25,40
25,116,40
116,26,21
26,116,21
116,27,66
27,116,66
116,28,49
28,116,49
116,29,55
29,116,55
116,30,45
30,116,45
116,31,81
31,116,81
116,32,60
32,116,60
116,33,67
33,116,67
116,34,46
34,116,46
116,35,41
35,116,41
116,36,48
36,116,48
116,37,6
37,116,6
116,38,59
38,116,59
116,39,77
39,116,77
116,40,56
40,116,56
116,41,56
41,116,56
116,42,62
42,116,62
116,43,73
43,116,73
116,44,84
44,116,84
116,45,44
45,116,44
116,46,30
46,116,30
116,47,29
47,116,29
116,48,48
48,116,48
116,49,41
49,116,41
116,50,80
50,116,80
116,51,61
51,116,61
116,52,36
52,116,36
116,53,70
53,116,70
116,54,38
54,116,38
116,55,51
55,116,51
116,56,51
56,116,51
116,57,26
57,116,26
116,58,63
58,116,63
116,59,49
59,116,49
116,60,69
60,116,69
116,61,52
61,116,52
116,62,70
62,116,70
116,63,73
63,116,73
116,64,51
64,116,51
116,65,37
65,116,37
116,66,78
66,116,78
116,67,71
67,116,71
116,68,39
68,116,39
116,69,55
69,116,55
116,70,57
70,116,57
116,71,69
71,116,69
116,72,41
72,116,41
116,73,53
73,116,53
116,74,47
74,116,47
116,75,10
75,116,10
116,76,51
76,116,51
116,77,55
77,116,55
116,78,46
78,116,46
116,79,42
79,116,42
116,80,68
80,116,68
116,81,61
81,116,61
116,82,14
82,116,14
116,83,24
83,116,24
116,84,81
84,116,81
116,85,44
85,116,44
116,86,49
86,116,49
116,87,71
87,116,71
116,88,10
88,116,10
116,89,64
89,116,64
116,90,24
90,116,24
116,91,56
91,116,56
116,92,29
92,116,29
116,93,73
93,116,73
116,94,44
94,116,44
116,95,22
95,116,22
116,96,41
96,116,41
116,97,64
97,116,64
116,98,47
98,116,47
116,99,75
99,116,75
116,100,62
100,116,62
116,101,41
101,116,41
116,102,56
102,116,56
116,103,64
103,116,64
116,104,60
104,116,60
116,105,43
105,116,43
116,106,57
106,116,57
116,107,59
107,116,59
116,108,45
108,116,45
116,109,65
109,116,65
116,110,46
110,116,46
116,111,8
111,116,8
116,112,63
112,116,63
116,113,21
113,116,21
116,114,65
114,116,65
116,115,75
115,116,75
116,116,0
117,0,109
0,117,109
117,1,119
1,117,119
117,2,39
2,117,39
117,3,100
3,117,100
117,4,120
4,117,120
117,5,50
5,117,50
117,6,102
6,117,102
117,7,22
7,117,22
117,8,15
8,117,15
117,9,121
9,117,121
117,10,78
10,117,78
117,11,41
11,117,41
117,12,62
12,117,62
117,13,66
13,117,66
117,14,114
14,117,114
117,15,97
15,117,97
117,16,33
16,117,33
117,17,106
17,117,106
117,18,86
18,117,86
117,19,66
19,117,66
117,20,15
20,117,15
117,21,126
21,117,126
117,22,106
22,117,106
117,23,35
23,117,35
117,24,42
24,117,42
117,25,44
25,117,44
117,26,32
26,117,32
117,27,106
27,117,106
117,28,70
28,117,70
117,29,101
29,117,101
117,30,62
30,117,62
117,31,110
31,117,110
117,32,76
32,117,76
117,33,113
33,117,113
117,34,55
34,117,55
117,35,54
35,117,54
117,36,67
36,117,67
117,37,8
37,117,8
117,38,94
38,117,94
117,39,115
39,117,115
117,40,73
40,117,73
117,41,81
41,117,81
117,42,76
42,117,76
117,43,105
43,117,105
117,44,132
44,117,132
117,45,54
45,117,54
117,46,40
46,117,40
117,47,37
47,117,37
117,48,74
48,117,74
117,49,63
49,117,63
117,50,93
50,117,93
117,51,83
51,117,83
117,52,48
52,117,48
117,53,113
53,117,113
117,54,39
54,117,39
117,55,76
55,117,76
117,56,73
56,117,73
117,57,24
57,117,24
117,58,66
58,117,66
117,59,74
59,117,74
117,60,105
60,117,105
117,61,73
61,117,73
117,62,112
62,117,112
117,63,103
63,117,103
117,64,58
64,117,58
117,65,48
65,117,48
117,66,117
66,117,117
117,67,86
67,117,86
117,68,64
68,117,64
117,69,70
69,117,70
117,70,97
70,117,97
117,71,95
71,117,95
117,72,65
72,117,65
117,73,82
73,117,82
117,74,64
74,117,64
117,75,10
75,117,10
117,76,66
76,117,66
117,77,92
77,117,92
117,78,42
78,117,42
117,79,51
79,117,51
117,80,87
80,117,87
117,81,90
81,117,90
117,82,12
82,117,12
117,83,29
83,117,29
117,84,111
84,117,111
117,85,60
85,117,60
117,86,82
86,117,82
117,87,116
87,117,116
117,88,9
88,117,9
117,89,83
89,117,83
117,90,32
90,117,32
117,91,82
91,117,82
117,92,36
92,117,36
117,93,123
93,117,123
117,94,72
94,117,72
117,95,18
95,117,18
117,96,59
96,117,59
117,97,93
97,117,93
117,98,62
98,117,62
117,99,133
99,117,133
117,100,92
100,117,92
117,101,51
101,117,51
117,102,87
102,117,87
117,103,108
103,117,108
117,104,124
104,117,124
117,105,54
105,117,54
117,106,75
106,117,75
117,107,44
107,117,44
117,108,56
108,117,56
117,109,107
109,117,107
117,110,50
110,117,50
117,111,9
111,117,9
117,112,103
112,117,103
117,113,23
113,117,23
117,114,94
114,117,94
117,115,118
115,117,118
117,116,60
116,117,60
117,117,0
